Taxa,Max.Rel.Ab,Mean.Rel.Ab,Median.Rel.Ab,Std.dev
Corynebacterium aurimucosum_E,7.09539896151879e-05,3.18083251781624e-06,0,1.34794228489234e-05
Clostridium beijerinckii,5.60086931328319e-05,3.18048722523343e-06,0,1.09813448807475e-05
Mycolicibacterium sp001428285,4.38954401118296e-05,3.18044321360229e-06,0,1.03489208550219e-05
Thioalkalivibrio_A sulfidiphilus_A,3.27914444547345e-05,3.17885287799941e-06,0,8.70374541560608e-06
ZCTH02-B3 sp002159065,8.89397074905826e-05,3.17641812466367e-06,0,1.68080248356364e-05
Polaromonas sp000013865,0.000243259024813385,3.1761111528792e-05,1.89359827178149e-05,4.75243232337414e-05
Brevibacterium epidermidis,5.05992794662604e-05,3.17601516204588e-06,0,1.09241900586358e-05
Nocardioides sp002117935,0.000261050357674768,3.17438825511724e-05,0,6.24520124544441e-05
Brevundimonas naejangsanensis_A,4.72264681248782e-05,3.17076977229888e-06,0,9.69326250047934e-06
Tous-C4FEB sp002737275,2.88421085910935e-05,3.16977359017783e-06,0,6.6409465609808e-06
Fulvimarina sp002700095,3.67534874272812e-05,3.16749192203294e-06,0,8.3865142602739e-06
XYD12-FULL-50-9 sp001799225,0.000178339892955435,3.16595446651679e-05,0,5.40036411538624e-05
Natrinema hispanica,8.09154073063927e-05,3.16421430309355e-06,0,1.52695166721083e-05
Vibrio hepatarius,3.7446205329417e-05,3.16285369714331e-06,0,9.05635892503172e-06
Arthrobacter_F crystallopoietes,3.48445038142657e-05,3.16262797386646e-06,0,8.50584940242538e-06
Flavobacterium flevense,0.000190684166978566,3.16255675065615e-05,4.01164078242497e-07,5.30320449743242e-05
Domibacillus enclensis,0.000868077955458358,3.1623443027782e-05,0,0.000163945526173088
UBA9968 sp001799045,2.73775188743277e-05,3.16208242408396e-06,0,6.6505391634752e-06
UBA11606 sp002699625,8.85372653752406e-05,3.16204519197288e-06,0,1.67319704246155e-05
Nitrosomonas aestuarii,5.67415096878853e-05,3.16129657047306e-06,0,1.09209354267708e-05
Gordonia phthalatica,6.97894722648845e-05,3.15840861891467e-06,0,1.33383976917e-05
Sulfuricella denitrificans,0.000273871484295772,3.15811732237427e-05,1.69590284154769e-07,7.26600355778408e-05
Pseudoduganella sp003293715,5.54505210179173e-05,3.15575779394178e-06,0,1.12875426495634e-05
Kribbella sp003261635,2.43879921897254e-05,3.15454769639457e-06,0,7.25427942401932e-06
Palsa-1478 sp003168375,0.000243777634683429,3.15377927285002e-05,0,6.21012789790791e-05
Acinetobacter sp002688565,6.11925794407546e-05,3.15249872755328e-06,0,1.22401750486906e-05
Bacteroides ihuae,3.5440370454292e-05,3.15167113638019e-06,0,8.88394905075877e-06
Brevibacterium luteolum,6.17264167313687e-05,3.15084068985377e-06,0,1.1842370868814e-05
UBA2286 sp002345925,0.000461423598178508,3.15079374483374e-05,8.93709657189982e-07,8.87678120188038e-05
GCA-2684655 sp002684655,5.30537289689766e-05,3.14926583198129e-06,0,1.09821112543571e-05
Flavobacterium sp002256385,2.03818754529416e-05,3.14918132979482e-06,4.91058181274829e-07,4.88814258014145e-06
Thermomicrobium sp002898255,0.000881710038054649,3.14896442162375e-05,0,0.000166627534940136
Klebsiella_A oxytoca,6.83272383659548e-05,3.14684553208664e-06,0,1.31449927604355e-05
Leucobacter sp000349545,4.11283588978494e-05,3.14564477529337e-06,0,9.21596168585894e-06
OUC007 sp003151135,0.000880731072858008,3.14546811735003e-05,0,0.000166442527907814
Parabacteroides distasonis,0.00010117394779698,3.14423137079543e-05,2.48562241977559e-05,2.78969960191287e-05
Polaribacter sp002005425,0.000669606935986357,3.1434986791296e-05,0,0.000131155841949862
CCP2 sp003003615,0.000877572042612478,3.14232054549917e-05,0,0.000165829817024463
Bosea sp001748145,2.00976823201068e-05,3.14230129055021e-06,0,5.94863476159867e-06
Romboutsia dakarense,7.90823541848485e-05,3.14137467673696e-06,0,1.49771356248724e-05
Congregibacter litoralis,0.000625550085729869,3.14028809855877e-05,0,0.000119735228602966
Nocardioides sp000364605,2.76432995915339e-05,3.13993548193727e-06,0,7.04191973212977e-06
Caulobacter sp003060965,4.77296348795616e-05,3.13791283257505e-06,0,9.52200069487578e-06
Flavobacterium sp001800945,0.000227420571051545,3.13769677243725e-05,0,6.37213216161935e-05
Leucobacter chironomi,0.000384365212800823,3.13755983774251e-05,0,8.6129297848685e-05
Actinokineospora iranicum,7.16353287051209e-05,3.13676299560924e-06,0,1.37684115053844e-05
Bacillus_D sp001278805,6.79010005418039e-05,3.13541087889541e-06,0,1.3023393134864e-05
FJAT-27916 sp001685035,2.66134531507818e-05,3.13341811458513e-06,0,7.14020117725882e-06
Sulfitobacter noctilucicola,2.04215223226086e-05,3.13241644485746e-06,0,6.05510219337135e-06
Tangfeifania diversioriginum,0.000653590565241125,3.13139965762118e-05,0,0.00012354454945652
UBA1364 sp001029715,2.94899167707254e-05,3.13049179073954e-06,0,7.2518638529196e-06
Polaribacter sp002340765,0.000588937989251526,3.13039925245249e-05,0,0.000111450691702955
Thermomicrobium sp002898975,0.000876394302414006,3.12997965147859e-05,0,0.0001656229553301
Dietzia lutea,3.67086649901037e-05,3.12863322316533e-06,0,8.31578845246197e-06
Octadecabacter arcticus,2.38503827546013e-05,3.12701698362192e-06,0,6.1667891837813e-06
Flavobacterium hibernum,0.000409823127858222,3.12625851287334e-05,0,8.27463411133036e-05
Celeribacter_B manganoxidans,0.000269798657987374,3.1241982065066e-05,0,6.95028120777161e-05
UBA6688 sp002454845,7.47119253333975e-05,3.1215962995426e-06,0,1.41557987933354e-05
Cellulomonas massiliensis,3.26595349282226e-05,3.12051244378834e-06,0,8.22176405441989e-06
Microcoleus bourrellyi,0.000195537597630449,3.11904299258393e-05,1.5614591928032e-06,5.45429594024491e-05
Buttiauxella brennerae,8.32273466092082e-05,3.11892719286142e-06,0,1.5709069740187e-05
2-12-FULL-43-12 sp001783065,8.72988744593003e-05,3.11781694497501e-06,0,1.64979365396541e-05
Frateuria aurantia,0.000194129577055437,3.11762640911746e-05,0,6.3160380072632e-05
Gillisia sp000424645,6.06387251549095e-05,3.11612306594945e-06,0,1.15095539353481e-05
Limnohabitans sp001412575,0.000337508136109238,3.11288060021285e-05,0,7.20984798668301e-05
Fen-1137 sp003153875,2.97002281122398e-05,3.1121430075125e-06,0,7.87810624472837e-06
Laribacter hongkongensis,3.8190296269431e-05,3.11161976554741e-06,0,8.06222692318934e-06
UBA7703 sp003246365,4.56661040602646e-05,3.11156737559669e-06,0,8.85009319172682e-06
UBA1934 sp002337055,1.78745177984038e-05,3.11140172019613e-06,1.26887997042556e-06,4.54908037532108e-06
UBA2199 sp002436105,0.00061106241202338,3.10944533772724e-05,0,0.000122485642539693
Methylobrevis pamukkalensis,0.000508790044015786,3.10939071824764e-05,5.75714385683295e-07,9.6691028930643e-05
Vibrio ordalii,6.52906225325482e-05,3.10880804110782e-06,0,1.23448730570215e-05
Pseudomonas_E poae_B,7.25077777596925e-05,3.10773201577269e-06,0,1.37271137497322e-05
Streptomyces qinglanensis,3.92074425274593e-05,3.1066035261276e-06,0,9.37172745596606e-06
Flavobacterium fluvii,0.000356976647979243,3.10602838604137e-05,3.75478909481064e-06,6.89555500701455e-05
Prevotella sp900317685,8.69313283193955e-05,3.10469029712127e-06,0,1.64284768481162e-05
Vulcanococcus limneticus,0.000425017854101748,3.10386795499832e-05,0,8.97725798297289e-05
UBA7541 sp001919715,0.000363132368402541,3.1009682409606e-05,0,8.06267635385876e-05
OLB18 sp001567425,2.67792720009773e-05,3.10054315693427e-06,0,8.04969297703214e-06
Sedimentibacter sp002399975,0.0008250064216478,3.10005412876769e-05,0,0.000155668644386009
Bog-209 sp003162935,0.000365794071626434,3.09781498886005e-05,0,7.50979855489894e-05
Faecalibacterium prausnitzii_F,0.00021792189679219,3.09617600813593e-05,1.89408155634577e-06,5.50097205732006e-05
Staphylococcus hominis,0.000213761700676986,3.09552634000254e-05,0,6.27362800340177e-05
Gluconobacter cerinus,8.06671998345678e-05,3.0951546573019e-06,0,1.523750013348e-05
Deinococcus sp000745175,8.66496673509874e-05,3.09463097682098e-06,0,1.63752479283704e-05
Lacinutrix sp000211855,8.3816616426738e-05,3.09304918249297e-06,0,1.58290961400615e-05
Pelomonas sp001426885,0.000253385572265169,3.09102842215232e-05,2.63465691769767e-06,5.9090118002629e-05
Nitrosocosmicus oleophilus,3.14391409037926e-05,3.09092795481068e-06,0,6.77729345199207e-06
Lampropedia hyalina,1.8226570911897e-05,3.09044122256799e-06,0,5.30303427233174e-06
Flavobacterium plurextorum,0.000508315368788202,3.0890423047248e-05,0,0.00010683702908165
RBG-13-68-16 sp001766905,2.24843945908566e-05,3.0864891108361e-06,0,5.69936236973446e-06
Aeromonas veronii_A,0.000290436421823283,3.08366802341244e-05,0,7.51591144276662e-05
Chroogloeocystis sp000317555,0.000850660936895346,3.08281563700925e-05,0,0.000160679215504604
Fen-1467 sp003142955,0.000190106378675727,3.08280169078785e-05,8.54496634634103e-07,4.93632728318949e-05
BRH-c32 sp001516025,3.6114357977848e-05,3.08256093990392e-06,0,7.35616454136305e-06
Nitrobacter sp001897285,0.00023115758307533,3.08254007407781e-05,0,5.99919357395439e-05
Duganella sp000381565,0.0001306480364043,3.08148662195542e-05,7.54230474267263e-07,4.22792101748705e-05
Actibacterium atlanticum,5.28927433833727e-05,3.07924216604556e-06,0,1.01990529761352e-05
PALSA-998 sp003133225,1.70534849678609e-05,3.07769686968489e-06,6.28577029930583e-07,5.08574666842894e-06
Chryseobacterium sp900078205,5.62950485349542e-05,3.07506349463231e-06,0,1.16043872723845e-05
Soonwooa buanensis,4.00100388824832e-05,3.07503828689191e-06,0,9.31680488708489e-06
Rubidibacter lacunae,7.78303935309303e-05,3.07440793374431e-06,0,1.47334679260765e-05
Aureimonas altamirensis,3.57145285648127e-05,3.07408763375238e-06,0,9.07321248369592e-06
Sphingobium czechense,0.000355847691401939,3.07319348939753e-05,0,8.91223397359436e-05
UBA10438 sp002426145,0.000715428649934264,3.07302948273321e-05,0,0.000135147652524728
Mongoliimonas terrestris,3.94804723918191e-05,3.07295677036843e-06,0,8.49230024309084e-06
Salipiger abyssi,0.000457217785210639,3.07289715902035e-05,0,8.77930099066391e-05
Alkaliflexus imshenetskii,3.0944827275543e-05,3.07266980159885e-06,0,7.45213462380438e-06
Pseudozobellia sp002320855,4.16049821169394e-05,3.07148531793243e-06,0,9.0341461860272e-06
Desulfotomaculum_F acetoxidans,4.64593384190209e-05,3.06818904592973e-06,0,1.11299390313213e-05
2-02-FULL-40-20 sp001818675,8.58554760450926e-05,3.06626700161045e-06,0,1.62251598791699e-05
Rhodovulum imhoffii,0.000671099606756025,3.06558179942688e-05,0,0.000127211279508669
Vibrio cholerae,0.000556213147454023,3.06500718170801e-05,0,0.000113762531707106
Mesorhizobium sp900472295,2.49023692304422e-05,3.06339734503304e-06,0,6.45560423644899e-06
Winogradskyella sp001971725,4.05100027689404e-05,3.06230337056154e-06,0,8.65789151275807e-06
PGZD01 sp002843155,0.000340325808923441,3.06101528556377e-05,0,8.15008616252815e-05
Algibacter_B sp003143755,6.23779660958935e-05,3.05803590102565e-06,0,1.19372438515348e-05
Polaromonas jejuensis,0.000202997124769941,3.05687769766828e-05,3.24048268997586e-06,5.18723340768144e-05
Bradyrhizobium sp900113735,0.000323838126440966,3.05285021771362e-05,0,7.24917237208068e-05
Kocuria varians,3.34718439794689e-05,3.05229074324466e-06,0,7.74076174387224e-06
Nitrospira_A defluvii,0.000202757502027575,3.05211260382076e-05,1.15184648191788e-05,4.96806837579531e-05
Rhizobacter sp000799305,0.000174257435943087,3.05179868877243e-05,5.01270595028004e-06,5.19507631872642e-05
Blautia hansenii,7.14833914946147e-05,3.05170202832741e-06,0,1.35499747288886e-05
Dechloromonas sp002425245,0.000207507157172992,3.05146220339932e-05,3.64967265370706e-06,5.34540719486587e-05
Tropicibacter naphthalenivorans,0.000382608595023629,3.05110145806824e-05,0,7.96507329868724e-05
Sulfurimonas sp001829675,4.01264685270289e-05,3.04907799995388e-06,0,8.14469697897447e-06
Contendobacter sp002352185,3.8781078196453e-05,3.04845170014971e-06,0,7.58483726647773e-06
Albimonas donghaensis,6.56207475123813e-05,3.04818095428826e-06,0,1.23380874406631e-05
Azoarcus_A sp001190925,0.00027299949967796,3.04675774739824e-05,1.35528722901902e-05,5.34256756098992e-05
Idiomarina maritima_A,0.000554835948681943,3.0463190640041e-05,0,0.000108654470916647
Raineyella antarctica,0.000268791103373589,3.04426876947202e-05,0,7.29986319467013e-05
Methylocystis sp000188155,0.000172031104639405,3.04063302912774e-05,4.81009779411726e-06,4.65253838263603e-05
UBA7541 sp003224135,0.000291215615597608,3.03952966005338e-05,0,7.21823014635804e-05
Rhodoferax sp001871515,0.000280667148746927,3.03855037725744e-05,0,6.71320443505277e-05
Delta-02 sp002305765,5.37311179670422e-05,3.03833025255905e-06,0,1.07524546531776e-05
Sporosarcina sp002077155,0.000850718296300709,3.03827962964539e-05,0,0.000160770646270303
Shewanella sp000203935,0.000322402694665468,3.0382203548417e-05,0,8.0693771761166e-05
Microvirga lupini,3.62346936451075e-05,3.03797730423829e-06,0,7.30097429580467e-06
Gallionella sp001801175,0.00015547263681592,3.03550959600613e-05,7.43842148340781e-06,4.24760416976748e-05
Mycobacterium bohemicum,2.4751609843635e-05,3.03463325434976e-06,0,7.6546146717393e-06
BACL21 sp002694465,0.000527900162936659,3.03413829903178e-05,0,0.000102048079078712
Myxococcus stipitatus,1.91562446902793e-05,3.03395760429269e-06,0,5.20369496271298e-06
Starkeya_A novella,3.66222324961223e-05,3.0337842540626e-06,0,7.70999433100823e-06
Methanoperedens nitroreducens,8.22657376893809e-05,3.03049233897107e-06,0,1.55349452451644e-05
Variovorax sp900114785,0.000211810763568983,3.02880901796742e-05,4.11259224779042e-06,5.6870027543508e-05
Pseudomonas_E anguilliseptica,0.000259662299736927,3.02598728824942e-05,0,6.51412224217923e-05
UBA1943 sp002336845,0.000201166179272638,3.02404935251846e-05,6.84665192390853e-06,4.91592410925316e-05
UBA7541 sp003223255,0.00031453507385328,3.02146148405046e-05,0,7.67476904638899e-05
Flavobacterium sp003202405,2.04214146010121e-05,3.02116105061644e-06,0,5.59213754529713e-06
UBA5005 sp002398405,0.000296480793336469,3.02039376239813e-05,0,6.59300302877643e-05
Weissella cibaria,5.50184965816371e-05,3.01900075985558e-06,0,1.08249104688731e-05
Halomonas_C ilicicola,5.59021382427983e-05,3.01874616675239e-06,0,1.07807136001651e-05
Pseudoduganella sp001191005,3.05300588103915e-05,3.01765903969641e-06,0,7.80849994062294e-06
Streptomyces pini,4.66140531572411e-05,3.01750311192888e-06,0,1.11430343641573e-05
Sphingomonas mali,5.33524414579352e-05,3.0170147789459e-06,0,1.01893828627213e-05
Pseudonocardia dioxanivorans,0.000330663754398738,3.01558888132359e-05,0,8.04297058263385e-05
RH2-MAG17b sp002197525,0.000434741328909299,3.01494663183781e-05,0,8.5159627558003e-05
Thalassobacillus cyri,5.00265381271888e-05,3.01477681854222e-06,0,9.90117156134968e-06
ZC4RG42 sp003242425,0.000242436193018647,3.01351117069098e-05,4.88647421203697e-07,6.14006923974819e-05
Octadecabacter sp003072065,0.000193047509311159,3.01266224299378e-05,0,5.4241997016033e-05
C7867-006 sp000996025,5.61074636359862e-05,3.01192576835089e-06,0,1.16916761917112e-05
Geobacter_B daltonii,2.24438550707489e-05,3.01182604453059e-06,0,6.31148340253445e-06
Devosia sp001899065,0.000295553489507167,3.01174090596595e-05,1.23901199475794e-06,6.25373524349529e-05
Psychrobacter aquaticus,0.00068468215265695,3.01124634965919e-05,0,0.000129532307765104
Azospirillum thiophilum,5.79204141867367e-05,3.00795742906978e-06,0,1.10874225625449e-05
Intestinibacter bartlettii,0.000218758727446058,3.00711417097485e-05,1.45507284716204e-06,5.37257035945553e-05
UBA2396 sp002343325,0.000323397591490536,3.00693215273668e-05,9.69174670276287e-07,8.22810044387316e-05
Ottowia thiooxydans,0.000160517182555462,3.00375149105309e-05,1.41170039524177e-05,3.98079379630395e-05
Allorhizobium sp900473805,3.47062390858011e-05,3.0032696718252e-06,0,7.52156073508137e-06
Lenti-01 sp002347655,0.000504863931285527,3.00305032851677e-05,1.59941669097269e-06,9.92204529840656e-05
Pontimonas sp001438965,7.73814785570942e-05,3.00112857806935e-06,0,1.46311789157943e-05
Roseateles sp900109745,3.88903308015079e-05,3.0009418731749e-06,0,7.94797337211198e-06
Clostridium baratii,8.21889610265096e-05,3.00026699956152e-06,0,1.55214908729696e-05
Pseudomonas_D pachastrellae,2.73996624361588e-05,3.00018831780828e-06,0,7.08647839370251e-06
Bradyrhizobium sp001542415,0.000231439347975569,3.00013675972014e-05,0,6.10513161487744e-05
Pseudomonas_E mohnii,0.000503709814941094,2.99915807902817e-05,0,9.6713208177415e-05
Actinopolymorpha cephalotaxi,1.94301925524151e-05,2.99819072896878e-06,0,5.80658697741324e-06
Palsa-343 sp003131625,0.000190725975738864,2.99683258944329e-05,9.10129883694188e-07,5.131753908898e-05
UBA1444 sp002329525,5.78147362069821e-05,2.99634446999211e-06,0,1.12827373748919e-05
Arthrobacter_D sp002929745,2.72430820653246e-05,2.99492330158132e-06,0,7.50245847687699e-06
Pseudomonas_E fluorescens_AO,2.09560066062742e-05,2.99336812554282e-06,0,6.21252131657208e-06
Chelativorans sp000518985,0.000665230786408355,2.99266009953644e-05,0,0.000126602564639752
Leisingera sp001679925,2.7644761829197e-05,2.99201857599447e-06,0,6.53189313957123e-06
Quasibacillus thermotolerans,7.83318780253306e-05,2.99154420576528e-06,0,1.48009025687961e-05
Acinetobacter sp001647675,5.02327144662911e-05,2.99082875445824e-06,0,1.06924812649187e-05
Deinococcus reticulitermitis,6.09133355010982e-05,2.99007112402714e-06,0,1.16253574256472e-05
LD21 sp003155705,3.10883080838642e-05,2.98772882470565e-06,0,6.79879476353713e-06
Kangiella spongicola,8.12179422815284e-05,2.98700405308706e-06,0,1.53386226269137e-05
Accumulibacter sp000585055,0.000131483546321335,2.98653599564904e-05,1.65083463782561e-05,3.49785134060001e-05
Hoeflea sp002733955,0.000333054645758239,2.98650169006306e-05,0,7.00819875324958e-05
UBA5619 sp001830835,0.000278311441675864,2.9852338077022e-05,0,6.34214824567636e-05
Planktothrix paucivesiculata,4.3423741038583e-05,2.9837937868816e-06,0,8.73269305516378e-06
AV40 sp003220055,0.000539025149441246,2.98205151807946e-05,0,0.000104271084877779
40CM-4-68-19 sp001918155,0.000355912641154031,2.98136123439722e-05,0,7.86669765609749e-05
Pantoea sp002419935,7.33125313210215e-05,2.9809471206683e-06,0,1.38214812816634e-05
UBA2284 sp002839095,0.00031330938140283,2.98080091540074e-05,0,6.9358684801394e-05
Geodermatophilus ruber,0.000350933529636842,2.97860652324773e-05,0,7.44579302825136e-05
67-14 sp001897355,0.000276114576439361,2.97838520282932e-05,1.44235708543434e-06,5.846984709453e-05
Limnohabitans sp002778325,0.000321275404624566,2.97692803029551e-05,0,7.99366036537571e-05
Pirellula_B sp001610875,0.000225590554057707,2.97607592939809e-05,6.20030583937008e-06,5.33121563413066e-05
Gp13-AA74 sp003225365,0.000633234336680786,2.97462728225027e-05,0,0.000118714655009669
Coprococcus_A catus,0.000168788459755334,2.97235190895016e-05,4.57323311746157e-06,4.37728882315541e-05
2-02-FULL-67-57 sp001766965,2.99371522946774e-05,2.96938042133942e-06,0,7.39011888564265e-06
Aminobacter sp000372965,2.70339139830874e-05,2.96639835058344e-06,0,6.60880203160748e-06
Sphningosinicella indica,3.29724635152228e-05,2.96636173531534e-06,0,6.83897116135544e-06
Nitrococcus mobilis,0.000270114578894421,2.96508838499096e-05,5.17087863884002e-07,6.05364845178138e-05
Proteocatella sphenisci,4.72942248940674e-05,2.96496091279932e-06,0,9.16553818530232e-06
Cellulomonas sp000688475,2.52989037723283e-05,2.96473787529155e-06,0,6.36508439215243e-06
Algoriphagus resistens,2.92498611144831e-05,2.96387707405765e-06,0,6.87498920188138e-06
GCA-2747035 sp002747035,3.09152079493473e-05,2.963583487331e-06,0,6.87438679050497e-06
Paracoccus sp000518925,0.000342408987159351,2.96309819139281e-05,0,8.45774927269436e-05
Cupriavidus pickettii,3.62197903807803e-05,2.96222648242765e-06,0,8.29425438821044e-06
Bacteroides_A coprophilus,0.000123853236329915,2.96200397117061e-05,6.15858125873526e-06,4.10569304150592e-05
UBA147 sp002496385,6.86046261117825e-05,2.96161753033665e-06,0,1.31266877768899e-05
Pseudomonas_E sp000690905,3.99874819936048e-05,2.96159183822008e-06,0,8.16627277910652e-06
Gracilimonas amylolytica,5.79166297110072e-05,2.96125912043943e-06,0,1.0982943869205e-05
Microterricola pindariensis,5.02768301268307e-05,2.96021539746964e-06,0,1.07203450303925e-05
Winogradskyella thalassocola,2.67493179718676e-05,2.96021344690407e-06,0,7.40724499308649e-06
UBA1539 sp002788135,8.28274441864977e-05,2.95812300666063e-06,0,1.56529156463254e-05
UBA1096 sp002686755,0.00049701724736009,2.95807993896065e-05,0,9.74246697005566e-05
Achromobacter insuavis,5.51386140297476e-05,2.9562418860451e-06,0,1.11445235522685e-05
Streptomyces sp003046555,4.46710748029623e-05,2.9547100519018e-06,0,1.08860787845282e-05
UBA1429 sp002329325,6.23195360668171e-05,2.95400121918014e-06,0,1.19353691610567e-05
UBA1432 sp002423485,3.60526357388669e-05,2.95388317588549e-06,0,7.6866407334564e-06
Gillisia sp002364325,4.37946348341013e-05,2.95360104655416e-06,0,9.40924771283237e-06
Pseudomonas_E antarctica_A,0.00051333406732802,2.95334103481111e-05,0,0.00010387542149063
Sphingomonas sp000980895,0.000403266074040871,2.95236783938994e-05,0,8.51109521108218e-05
Acinetobacter sp000369405,4.29261378166488e-05,2.95214192627494e-06,0,9.3524657801587e-06
Palsa-1483 sp003166915,0.000233194582556712,2.95202873277148e-05,0,6.25731653521468e-05
Geodermatophilus saharensis,6.65964004551403e-05,2.95000520675854e-06,0,1.26597106772483e-05
SWB02 sp003242075,0.000274356825335675,2.94904778546716e-05,3.66801271729353e-07,6.81793689187917e-05
Micromonospora rifamycinica,8.18489219542911e-05,2.9463714713615e-06,0,1.54639328434536e-05
PAR1 sp002928875,4.37227115901389e-05,2.94545237302948e-06,0,8.82884086973154e-06
Mesorhizobium amorphae_A,2.4823062322065e-05,2.94468476319359e-06,0,5.86185263802271e-06
Marinobacter sp900188315,0.000561931203437618,2.94376904704083e-05,0,0.000108337754160752
Rhodobacter_E blasticus,0.000162123529709727,2.9433276341373e-05,1.14152585343149e-05,4.13763263587392e-05
Falsochrobactrum ovis,7.14162076057051e-05,2.94295559182791e-06,0,1.35578290857712e-05
UBA1412 sp002305615,2.78921046964103e-05,2.94251955900658e-06,0,7.17580775980131e-06
NORP36 sp002733685,7.02072896885499e-05,2.94028268861137e-06,0,1.32444183789048e-05
Halomonas daqiaonensis,6.32326488632253e-05,2.93924837999292e-06,0,1.20332322013711e-05
Massilia sp001425685,0.00072447311156018,2.9388107025365e-05,0,0.000136598922232128
UBA5209 sp002412645,4.77685222783918e-05,2.93871331389239e-06,0,9.32640495985752e-06
Pseudomonas_E composti_A,0.000252627401423049,2.93857802173526e-05,0,6.69068107305389e-05
Chryseobacterium greenlandense,0.000419214835273229,2.93627011211637e-05,0,8.70446534448398e-05
Pseudooceanicola_B sp002706905,0.00035601731434051,2.93616552800742e-05,0,7.26116956490787e-05
NS-102 sp003075435,0.000225850515129932,2.93480411807589e-05,0,6.53110645182451e-05
Aeromonas sobria,0.000374831724883952,2.93452748946288e-05,0,7.93797720173642e-05
UBA6165 sp002422285,0.000683164916741559,2.93430004033805e-05,0,0.000129137814196399
Arthrobacter_D sp001422665,3.84094530493886e-05,2.93190456762883e-06,0,9.70223886005584e-06
GWF2-38-335 sp001769535,5.75978192143728e-05,2.93163765735394e-06,0,1.09848169559449e-05
Jiangella sp003236295,7.36469071075865e-05,2.92992279465654e-06,0,1.39115726580568e-05
Porticoccus sp002707685,0.00069410422699066,2.92815270558545e-05,0,0.000131488429882577
Achromobacter arsenitoxydans,3.65307305041391e-05,2.92779985928627e-06,0,8.76693164237437e-06
Cylindrospermum stagnale,3.62937078041386e-05,2.92279366262344e-06,0,7.27717607820548e-06
Psychrobacter sp000247495,3.42171684405502e-05,2.92257318529716e-06,0,8.70037409744258e-06
Thermogutta terrifontis,0.000772887902769779,2.92255832136531e-05,0,0.000145922918604421
Brevibacterium ravenspurgense,7.88282476540484e-05,2.92176948208477e-06,0,1.48869220902407e-05
UBA7541 sp003224085,0.000344517234467714,2.92144711473732e-05,0,7.59939152444565e-05
Dorea sp900066555,0.000257069266008947,2.91942739309379e-05,0,6.24990005779328e-05
Chloracidobacterium thermophilum_A,5.23208200770935e-05,2.91916847552869e-06,0,1.02178118272456e-05
Pseudomonas knackmussii,6.57548166472378e-05,2.91886773405473e-06,0,1.23903200463922e-05
Flavobacterium commune,0.000149482864825826,2.91864688312991e-05,0,5.07665101452529e-05
XY-L28 sp003073175,6.70326043379101e-05,2.91861182867616e-06,0,1.27429656205202e-05
RS62 sp000496475,3.4752248512042e-05,2.91758173078936e-06,0,6.77764200190469e-06
Ensifer adhaerens_B,3.36509092665649e-05,2.91682124671108e-06,0,8.42824424894965e-06
Ancylobacter rudongensis,2.72440466730206e-05,2.91524390629008e-06,0,6.56640599133115e-06
Pseudomonas_D aestusnigri,0.000282864026584506,2.91355742746066e-05,0,7.07227818138842e-05
Leeuwenhoekiella sp000733945,3.42463549595521e-05,2.91159765304333e-06,0,8.87017355403524e-06
Clostridium_AO liquoris,4.35157892283346e-05,2.91069546184053e-06,0,9.51893428808991e-06
Lelliottia sp000016325,0.0005003742564853,2.90775413720562e-05,0,9.61374930369776e-05
20-14-all-54-14 sp002772205,8.1373795722153e-05,2.90620699007689e-06,0,1.5378201908442e-05
OM182 sp001438145,0.000813379594225131,2.90492712223261e-05,0,0.00015371429484388
Paludibacter_A jiangxiensis,4.5386861246752e-05,2.90491812445579e-06,0,1.04995469989218e-05
Pectobacterium polaris,4.36901478997091e-05,2.90471624479045e-06,0,9.90985889532944e-06
Chryseobacterium_A humi,0.000207884327899895,2.90424358419566e-05,0,5.84784888414247e-05
DTU024 sp002411105,4.85138467394731e-05,2.90265950580189e-06,0,9.74198116310739e-06
Erwinia persicina,6.170496803562e-05,2.90049341565481e-06,0,1.16241949606796e-05
UBA4655 sp002405515,0.000305702310186426,2.90039552043566e-05,3.35018412337647e-07,6.64254583066373e-05
Acholeplasma laidlawii,3.12614793080578e-05,2.89756031395142e-06,0,6.76727603141684e-06
Lysobacter_B sp003293695,0.000198711435603486,2.89743378248313e-05,3.82360404195043e-07,5.54479429867907e-05
Planococcus_A donghaensis_B,6.95057509238849e-05,2.89519458277873e-06,0,1.31082708599452e-05
UBA2207 sp002418885,5.69486634650305e-05,2.89330698244709e-06,0,1.10434943433504e-05
Serinicoccus profundi,0.000254697695382234,2.89296300517908e-05,1.47598104259032e-06,5.86745614191911e-05
BOG-1369 sp003164815,0.000797858607461894,2.89287372345386e-05,0,0.00015070242536227
Oceanicola_B litoreus,5.22691812214328e-05,2.892180999992e-06,0,9.99629759575728e-06
UBA2030 sp002332755,3.51416845009783e-05,2.8919067900916e-06,0,7.51790690731899e-06
Allorhizobium albertimagni,0.000249336928169045,2.89174827080567e-05,0,6.6455059992914e-05
GWC2-45-44 sp001824555,0.000278972874355076,2.88922567805986e-05,0,7.18536826807898e-05
Pseudomonas_E sp001705835,3.47062390858011e-05,2.887856007201e-06,0,7.32858382371001e-06
Belliella pelovolcani,0.000582324561524073,2.88500683328566e-05,0,0.000110159941369257
UBA8953 sp002839445,0.000640664244986784,2.88322798547302e-05,0,0.000120938998354057
