MG1,JK1,PK3,sP1R,P5S1,P4B2,P2S1,P4S1,JK2,P4S3,MC2,P4WF,PK1,P5WF,fP2R,P5S2,JK3,fP1R,P3WF,MG2,P4S2,sP2R,P2WF,P3S1,MG3,PK2,sP3R,MC3,MC1,fP3R
MEG_7671|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0
MEG_2668|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,119.0,158.0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.0
MEG_2905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.0,0,0,0,0,0,0,0
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,0,0,0,0,0,0,174.0,0,0,0,0,0,0,0,344.0,0,0,0,0,0,0,213.0,711.0,0,0,0,0,0,0,405.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.0,0,0,0,0,0,0,0
MEG_3442|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,0,0,0,606.0,0,0,0,0,484.0,0,0,0,0,0,0,384.0,266.0,0,0,488.0,0,0,0,0,0,375.0,612.0,0,0,0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.0,0,0,0,0,0,0,0
MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0
MEG_1533|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0
MEG_2845|Drugs|MLS|23S_rRNA_methyltransferases|ERMS,0,0,0,1136.0,0,0,0,0,952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.0,788.0,0,0,0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,0,0,0,0,0,0,0
MEG_2460|Metals|Copper_resistance|Copper_resistance_protein|CUTR,0,0,0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,0,0,0,0
MEG_4295|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPRA,0,0,0,1836.0,0,0,0,0,1282.0,0,0,0,0,0,1417.0,0,0,0,0,1621.0,0,0,0,0,0,1020.0,1250.0,0,0,988.0
MEG_6547|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR,0,0,0,368.0,0,0,0,0,278.0,0,0,0,0,0,0,0,0,0,0,493.0,0,336.0,0,0,0,144.0,236.0,0,0,0
MEG_253|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,248.0,0,0,0,0,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,204.0,0,0,320.0
MEG_1545|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,20.0,229.0,0,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,288.0,0,0,0,0,0,0,0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0,0,0,0,0,0,0,0
MEG_763|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2742|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,17.0,0,0,0
MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,16.0,0,0,0,69.0,0,19.0,0,0,3825.0,249.0,0,0,0,535.0,142.0,0,20.0,15.0,0,154.0,266.0,449.0,62.0,0,0,60.0,49.0,209.0,149.0
MEG_1034|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,662.0,0,0,0,0,382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.0,0,0,0,0
MEG_7857|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0
MEG_1305|Drugs|betalactams|Class_A_betalactamases|BLASGM,0,0,0,758.0,0,0,0,0,634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,0,0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
MEG_333|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,0,268.0,0,0,0,0,0,0,37.0
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4568.0,2054.0,5706.0,5757.0,8177.0,7488.0,13208.0,5674.0,7956.0,3402.0,0,0,833.0,0,7746.0,17639.0,6812.0,7496.0,0,19533.0,7196.0,8096.0,6060.0,4764.0,2311.0,8151.0,12538.0,0,4062.0,16721.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.0,0,0,0,0,0,0,117.0
MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0
MEG_7187|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2503|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,0,0,181.0,566.0,0,0,0,0,408.0,0,0,0,0,0,0,386.0,0,0,0,465.0,0,0,0,0,0,363.0,369.0,0,0,0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,8233.0,9413.0,29766.0,33915.0,28773.0,26603.0,20634.0,38417.0,31146.0,187209.0,12718.0,205.0,2761.0,94.0,271267.0,63645.0,12670.0,93145.0,3934.0,70202.0,44456.0,119289.0,149692.0,8684.0,19784.0,29867.0,45273.0,6281.0,14361.0,120430.0
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,4870.0,7710.0,2852.0,0,5850.0,0,5630.0,0,0,0,0,0,30575.0,6009.0,0,11196.0,665.0,0,8262.0,18583.0,59322.0,0,0,6607.0,15259.0,0,0,17713.0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,0,0,0,0,0,0,454.0,0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,102.0,399.0,0,0,0,0,0,0,0
MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,99.0,210.0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,181.0,0,0,0,0,0,0,0
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,25.0,0,0,0,306.0,0,0,0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,67.0
MEG_734|Drugs|betalactams|Class_B_betalactamases|ANA,0,0,0,652.0,0,0,0,0,558.0,0,0,0,0,0,0,0,0,0,0,660.0,0,0,0,0,0,336.0,600.0,0,0,0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,0,0,0,0,0,0,0
MEG_905|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1781.0,1327.0,3422.0,4239.0,2609.0,10245.0,10710.0,5671.0,4467.0,13735.0,1668.0,0,546.0,0,9489.0,5987.0,2900.0,6192.0,170.0,6552.0,13131.0,7026.0,3732.0,1315.0,755.0,4857.0,8474.0,878.0,1341.0,10961.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0
MEG_1089|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,596.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.0,0,0,0
MEG_2716|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB,0,0,0,1984.0,0,0,0,0,0,0,0,0,0,0,2745.0,0,0,0,0,0,0,1724.0,1743.0,0,0,0,1575.0,0,0,1851.0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,0,0,0,0,0,0,0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,12.0,429.0,0,0,0,0,0,0,0
MEG_4275|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB,0,0,2041.0,5576.0,0,0,0,0,4637.0,0,0,0,0,0,0,3889.0,0,0,0,4399.0,0,4102.0,0,0,0,3426.0,4719.0,0,0,0
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,3393.0,8538.0,7011.0,7062.0,6788.0,0,1660.0,0,10833.0,18931.0,0,0,2514.0,0,7343.0,13908.0,8965.0,1831.0,0,16827.0,3624.0,4299.0,4477.0,0,2240.0,12551.0,4429.0,0,0,6506.0
MEG_4932|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0
MEG_3944|Drugs|MLS|Macrolide_glycosyltransferases|MGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.0,0,0,0
MEG_1015|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6021|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,31.0,318.0,0,0,0,0,0,0,37.0
MEG_1778|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV,0,0,0,938.0,0,0,0,0,794.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.0,0,0,0
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659.0,0,0,0,0,0,0,0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0
MEG_276|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0
MEG_6154|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM,0,0,0,1628.0,0,0,0,0,1175.0,0,0,0,0,0,4409.0,0,740.0,0,0,0,0,2096.0,1615.0,0,0,810.0,1253.0,0,0,1062.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,0,0,0,0,0,0
MEG_2827|Drugs|MLS|23S_rRNA_methyltransferases|ERME,0,0,0,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,0,0,0,2012.0,0,0,535.0,0,1563.0,0,0,0,0,0,2186.0,1243.0,0,0,0,1823.0,0,1493.0,890.0,0,0,1128.0,1907.0,0,0,1422.0
MEG_4671|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0
MEG_3021|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0,0,0,0,0,0,0,0,484.0,0,0,0,0,0,0,0
MEG_3234|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.0,0,0,0,0,0,0,0
MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,0,0,0,2880.0,0,0,0,0,2533.0,0,0,0,0,0,0,0,0,0,0,0,0,2692.0,0,0,0,1778.0,2679.0,0,0,0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0,0,0,0,0,0,0,0
MEG_6541|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,0,0,348.0,947.0,0,0,240.0,0,588.0,0,0,0,0,0,327.0,0,0,0,0,612.0,0,354.0,413.0,0,0,595.0,905.0,0,0,0
MEG_7022|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,1504.0,0,0,0,0,1199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5313|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,0
MEG_1286|Drugs|betalactams|Class_A_betalactamases|BLAF,0,0,0,512.0,0,0,0,0,546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595.0,0,0,0,0,0,0,0,1836.0,0,0,0,0,0,0,624.0
MEG_3437|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,0,0,214.0,593.0,0,0,0,0,410.0,0,0,0,0,0,589.0,381.0,255.0,0,0,561.0,198.0,326.0,0,0,0,359.0,344.0,0,0,278.0
MEG_4052|Drugs|MLS|Macrolide_phosphotransferases|MPHO,0,0,0,1513.0,0,0,0,0,1178.0,0,0,0,0,0,964.0,640.0,744.0,0,0,1040.0,0,0,0,0,0,882.0,1424.0,0,0,1500.0
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,68.0
MEG_2998|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,0,0,0,0,0,0,0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.0,0,0,0,0,0,0,0
MEG_1635|Drugs|betalactams|Class_B_betalactamases|CAU,0,0,0,304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6508|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,0,0,0,0,0
MEG_3854|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,171.0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0
MEG_6598|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,17.0,0,0,33.0,0,0,0,0,39.0,0,0,0,0,0,0,21.0,84.0,0,0,0,24.0,0,0,92.0
MEG_916|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,43.0,0,0,0,0,0,0,0
MEG_3891|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,103.0,0,0,29.0,0,0,1872.0,0,0,0,0,267.0,75.0,0,0,0,0,65.0,141.0,260.0,35.0,0,0,62.0,0,0,106.0
MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,0,2187.0,2600.0,5527.0,1591.0,0,1267.0,0,4828.0,39088.0,0,0,0,0,4293.0,3249.0,3080.0,1427.0,0,3912.0,2550.0,2920.0,4089.0,0,0,3710.0,3774.0,0,0,3676.0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,905.0,750.0,0,283.0,0,591.0,3699.0,0,0,0,0,2402.0,1457.0,0,0,0,1735.0,1053.0,1332.0,1487.0,0,0,0,699.0,0,1435.0,1138.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.0,0,0,0,0,0,0,0,579.0,0,0,0,0,0,0,0
MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,0,0,0,0,0,0,0
MEG_3844|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.0,0,0,0,0,0,0,0,269.0,0,0,0,0,0,0,541.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,19.0,156.0,0,0,0,0,0,0,0
MEG_7056|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0,0,0,0,0,0,0,0
MEG_1625|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698.0,0,0,0,0,0,0,0
MEG_7066|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,0,0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,0,0,0,83.0,0,0,0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0
MEG_7657|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0
MEG_4299|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRM,0,0,0,438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.0,0,0,0
MEG_2902|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,28.0,20.0,0,0,0,0,0,0,78.0
MEG_7443|Drugs|Glycopeptides|VanK-type_resistance_protein|VANK,0,0,0,1057.0,0,0,0,0,0,0,0,0,0,0,0,0,515.0,0,0,0,0,0,0,0,0,0,1071.0,0,0,0
MEG_7064|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0
MEG_7058|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0
MEG_6115|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,3871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288.0,0,0,0,0,0,0,0,0,0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,24.0,0,0,93.0,126.0,0,0,0,0,381.0,393.0,0,0,0,449.0,274.0,0,0,0,114.0,41.0,196.0,315.0,46.0,0,0,94.0,128.0,377.0,150.0
MEG_2651|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF,0,0,0,1076.0,0,0,0,0,827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.0,809.0,0,0,0
MEG_6553|Drugs|betalactams|Class_B_betalactamases|SPG,0,0,0,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4062|Drugs|betalactams|Class_B_betalactamases|MSI,0,0,0,663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,0,0,0,0,0,0,0,417.0,0,0,0,0,0,0,0
MEG_3917|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK,0,1586.0,3021.0,5645.0,0,0,1709.0,0,5693.0,32311.0,0,0,0,0,12779.0,2959.0,3374.0,3295.0,0,4441.0,2573.0,6456.0,7096.0,0,0,3050.0,3818.0,0,0,7296.0
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,0,0,0,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.0,0,0,0,0,0,0,0
